ETA,EXP_REGION_CODE,IMP_REGION_CODE,EXP_INVOICE_CURRENCY,EXP_PRICE,MID_INVOICE_CURRENCY,MID_PRICE,M3,CNT
2012/4/10,C1,MY,THB,513.226,USD,530.04,73.692,110
2012/4/10,C1,ZA,THB,4.585,USD,6.41,1.572,12
2012/4/10,TW,AU,USD,7.42,USD,8.08,1.318,4
2012/4/9,C1,BR,THB,5504.85,JPY,5793.47,69.734,4
2012/4/9,C1,I1,THB,243.811,USD,249.061,60.031,24
2012/4/8,ID,PH,USD,77694.1,USD,2771.36,62.352,249
2012/4/8,ID,PK,USD,2412.66,THB,2489.16,40.921,23
2012/4/8,ID,VE,USD,26999.31,USD,917.583,39.004,109
2012/4/8,PH,ID,JPY,31724.06,THB,32540.975,55.091,170
2012/4/8,PH,ID,USD,17073.24,USD,577.005,183.914,189
2012/4/8,C1,EG,THB,6331.26,USD,6331.26,577.057,691
2012/4/8,C1,MY,THB,581.713,USD,600.772,106.542,104
2012/4/8,C1,PH,THB,370.373,USD,380.35,43.252,34
2012/4/8,C1,ZA,THB,5614.58,USD,200.162,350.432,78
2012/4/8,C1,ZA,THB,44333.46,USD,1518.6,122.39,81
2012/4/7,AR,VE,USD,66.09,USD,2.38,0.176,2
2012/4/7,ID,MY,USD,45119.9,USD,1548.18,79.634,280
2012/4/7,ID,TW,USD,26.37,THB,830.703,9.152,7
2012/4/7,C1,I2,THB,404.882,USD,421.956,20.411,117
2012/4/7,C1,ID,THB,8.93,USD,9.224,3.416,4
2012/4/7,C1,VE,THB,455.526,USD,469.6,53.424,8
2012/4/7,C1,VN,THB,25724.36,USD,875.866,66.901,128
2012/4/6,ID,TH,USD,117412.88,THB,120205.792,165.678,581
2012/4/6,ID,VN,USD,29168.78,USD,1060.41,335.739,228
2012/4/6,MY,I1,USD,42151.2,USD,1440.6,37.844,249
2012/4/6,MY,ID,USD,19.25,THB,607.298,7.216,2
2012/4/6,C1,I1,THB,59611.62,USD,2046.11,383.748,460
2012/4/6,C1,MY,THB,24698.68,AUD,801.08,10.813,16
2012/4/6,C1,PK,THB,10507.65,USD,363.02,107.514,42
2012/4/6,C1,VE,THB,66893.32,THB,68994.67,180.499,35
2012/4/5,PH,TH,USD,31812.22,USD,1087.447,551.284,344
2012/4/5,C1,AR,THB,72104.8,THB,73793.274,132.54,301
2012/4/5,C1,AU,THB,26126.99,THB,26785.49,44.61,162
2012/4/5,C1,AU,THB,7.14,USD,7.41,5.16,3
2012/4/5,C1,ID,THB,25.314,USD,25.845,0.26,1
2012/4/5,C1,ID,THB,2131.74,USD,73.3,29.104,28
2012/4/5,C1,MY,THB,1650.88,USD,55.836,17.091,23
2012/4/5,C1,TW,THB,40108.13,USD,1515.84,37.968,42
2012/4/4,ID,AR,USD,2325.86,USD,79.33,12.096,2
2012/4/4,PH,TW,USD,44.4,USD,1.464,0.048,1
2012/4/4,C1,AR,THB,75971,THB,77776.872,130.396,450
2012/4/4,C1,C1,THB,128.41,USD,4.4,0.178,8
2012/4/4,C1,EG,THB,14.12,USD,0.55,0.006,1
2012/4/4,C1,I1,THB,22920.75,USD,785.22,45.56,41
2012/4/4,C1,ID,THB,93986.01,THB,96213.32,161.992,456
2012/4/4,C1,MY,THB,285.54,USD,297.789,41.346,42
2012/4/3,C1,EG,THB,2.756,USD,4.15,0.417,4
2012/4/3,C1,I2,THB,7597.36,USD,259.767,72.588,65
2012/4/3,C1,ID,THB,24851.04,USD,845.92,30.47,107
2012/4/3,C1,MY,THB,26.496,THB,834.652,16.02,8
2012/4/3,TW,AU,USD,76.91,USD,78.646,21.706,15
2012/4/2,ID,PK,USD,604.245,USD,617.429,79.418,50
2012/4/2,C1,BR,THB,512.75,USD,17.537,43.51,3
2012/4/2,C1,I1,THB,153565.17,USD,5534.91,255.989,353
2012/4/1,ID,TH,USD,3390.75,THB,3509.75,35.367,30
2012/4/1,ID,ZA,USD,27385.49,USD,930.719,52.025,106
2012/4/1,PH,ID,USD,34013.78,THB,34893.829,42.566,185
2012/4/1,C1,BR,THB,29872.66,USD,1009.635,204.699,319
2012/4/1,C1,EG,THB,3148.24,USD,3148.24,288.367,382
2012/4/1,C1,MY,THB,88.792,USD,93.949,44.872,11
2012/4/1,C1,PH,THB,592.106,USD,611.436,126.274,105
2012/4/1,C1,ZA,THB,476.191,USD,491.83,37.922,98
2012/4/1,C1,ZA,THB,366.04,USD,375.926,30.296,34
2012/3/31,AR,VE,USD,24.93,USD,27.1,8.508,5
2012/3/31,ID,BR,USD,1782.6,USD,65.36,155.294,27
2012/3/31,ID,MY,USD,49359.88,USD,1690.95,167.769,89
2012/3/31,ID,PH,USD,71768.58,THB,73493.9,148.456,329
2012/3/31,ID,TW,USD,46945.44,USD,1614.03,109.556,293
2012/3/31,PH,VN,USD,510.321,USD,531.454,19.461,144
2012/3/31,C1,I2,THB,422.667,USD,435.75,48.348,9
2012/3/31,C1,ID,THB,171.5,USD,5.754,1.517,1
2012/3/31,C1,MY,THB,26758.92,USD,911.14,74.775,140
2012/3/31,C1,VN,THB,76414.69,THB,78220.926,162.628,420
2012/3/30,ID,VN,USD,26478.19,USD,939.86,422.712,195
2012/3/30,MY,ID,USD,26219.26,USD,892.04,38.514,158
2012/3/30,C1,C1,THB,45132.73,USD,1549.6,368.198,404
2012/3/30,C1,I1,THB,12398.63,AUD,402.17,16.436,9
2012/3/30,C1,MY,THB,19806.46,USD,684.51,63.163,66
2012/3/30,C1,PK,THB,66893.32,THB,68994.67,164.23,35
2012/3/30,C1,VE,THB,23501.22,USD,806.807,448.337,305
2012/3/29,C1,AR,THB,77393.94,THB,79222.836,204.604,399
2012/3/29,C1,AU,THB,32780.46,THB,33603.92,64.571,176
2012/3/29,C1,AU,THB,43.62,THB,1381.63,6.814,17
2012/3/29,C1,ID,THB,307.2,USD,311.442,34.678,9
2012/3/29,C1,ID,THB,91.936,USD,94.526,0.512,2
2012/3/29,C1,MY,THB,17.49,USD,0.633,4.8,2
2012/3/29,C1,TW,THB,67212.16,THB,68802.26,153.783,296
2012/3/29,TW,TH,USD,42.601,USD,49.297,30.191,10
2012/3/28,ID,ZA,USD,386.048,USD,396.343,29.676,31
2012/3/28,PH,TW,USD,26033.14,USD,886.256,40.467,118
2012/3/28,C1,MX,THB,82915.29,THB,84922.022,204.314,482
2012/3/28,C1,MY,THB,781.93,USD,26.429,34.56,1
2012/3/28,TW,VN,USD,316.773,USD,331.283,29.577,47
2012/3/27,ID,TW,USD,19.212,USD,19.912,12.855,22
2012/3/27,C1,I1,THB,12.693,USD,21.627,0.494,3
2012/3/27,C1,MY,THB,6726.76,USD,229.83,37.89,57
2012/3/27,C1,ZA,THB,7.76,USD,8.066,0.785,1
2012/3/27,TW,AU,USD,513.972,USD,525.481,72.13,45
2012/3/26,ID,I1,USD,261.72,USD,8.944,62.88,1
2012/3/26,PH,ID,USD,75876,USD,2699.34,40.222,334
2012/3/26,C1,BR,THB,1520.72,THB,1586.6,44.076,25
2012/3/26,TW,BR,USD,28242.8,USD,959.648,75.088,118
2012/3/25,PH,ID,USD,58094.32,THB,59587.593,244.811,277
2012/3/25,C1,BR,THB,17275.76,USD,583.835,211.954,183
2012/3/25,C1,EG,THB,5048.56,USD,5048.56,485.682,440
2012/3/25,C1,MY,THB,704.472,USD,729.619,141.429,117
2012/3/25,C1,PH,THB,557.63,USD,575.926,72.899,120
2012/3/25,C1,ZA,THB,26.37,THB,830.703,12.516,7
2012/3/25,C1,ZA,THB,8.705,USD,8.97,4.29,2
2012/3/24,AR,VE,USD,5255.63,USD,184.008,287.234,67
2012/3/24,ID,MY,USD,51556.38,USD,1766.18,202.37,99
2012/3/24,ID,PH,USD,70807.9,THB,72489.986,125.994,404
2012/3/24,ID,TH,USD,44781.36,USD,1537.93,79.108,278
2012/3/24,PH,ID,USD,585.458,USD,609.303,10.299,151
2012/3/24,C1,I2,THB,485.879,USD,500.89,61.056,8
2012/3/24,C1,ID,THB,56.4,USD,1.946,0.096,1
2012/3/24,C1,MY,THB,30740.4,USD,1049.237,83.313,180
2012/3/24,C1,VN,THB,68488.89,THB,70112.87,120.305,342
2012/3/23,ID,VN,USD,19223.53,USD,695.47,117.471,184
2012/3/23,MY,ID,USD,0.911,USD,1.406,0.278,2
2012/3/23,C1,GB,THB,46101.36,USD,1583.02,343.148,419
2012/3/23,C1,I1,THB,12398.63,AUD,402.17,19.095,9
2012/3/23,C1,MY,THB,10456.6,USD,361.28,54.988,38
2012/3/23,C1,PK,THB,66.28,USD,2.23,0.162,2
2012/3/23,TW,ID,USD,14662.58,USD,558.08,118.862,74
2012/3/22,C1,AR,THB,47.51,USD,1.66,1.65,1
2012/3/22,C1,AU,THB,66895.68,THB,68997.119,187.86,36
2012/3/22,C1,AU,THB,30114.89,USD,1036.359,515.369,315
2012/3/22,C1,BR,THB,65185.92,THB,66720.346,129.514,379
2012/3/22,C1,EG,THB,34987.66,THB,35850.78,43.094,188
2012/3/22,C1,GB,THB,51.75,THB,1636.11,10.576,17
2012/3/22,C1,ID,THB,25.314,USD,25.845,0.143,1
2012/3/22,C1,ID,THB,32071.4,USD,1166.12,57.927,80
2012/3/22,C1,MY,THB,68884.07,THB,70525.15,149.615,283
2012/3/22,C1,TW,THB,138.74,USD,4.88,16,3
2012/3/22,TW,TH,USD,27057.46,USD,924.86,38.18,178
2012/3/21,PH,TW,USD,2.299,USD,2.646,0.874,2
2012/3/21,C1,EG,THB,435.37,USD,14.66,53.387,2
2012/3/21,C1,MY,THB,62.79,USD,2.604,0.38,1
2012/3/21,C1,US,THB,888.28,USD,29.68,1.792,4
2012/3/21,C1,VE,THB,77917.46,THB,79785.436,185.763,501
2012/3/20,ID,C1,USD,781.93,USD,26.429,69.12,1
2012/3/20,C1,AR,THB,410.15,USD,429.559,57.664,75
2012/3/20,C1,C2,THB,9797.45,USD,334.726,73.92,95
2012/3/20,C1,ID,THB,26843.16,USD,914.181,42.16,128
2012/3/20,C1,MY,THB,392.459,USD,403.295,23.127,33
2012/3/20,C1,ZA,THB,536.842,USD,548.712,79.689,49
2012/3/20,TW,AU,USD,261.72,USD,8.944,62.88,1
2012/3/19,C1,BR,THB,2592.15,THB,2700.64,43.247,42
2012/3/19,C1,I1,THB,44480.23,USD,1512.01,40.855,150
2012/3/18,ID,TW,USD,37324.65,THB,38287.505,295.926,220
2012/3/18,PH,ID,USD,18507.59,USD,625.42,239.421,197
2012/3/18,C1,BR,THB,941.247,USD,970.45,139.448,158
2012/3/18,C1,MY,THB,982.395,USD,1014.214,73.199,196
2012/3/18,C1,PH,THB,43.355,THB,1365.672,13.294,11
2012/3/18,C1,ZA,THB,35.43,AUD,35.48,5.088,4
2012/3/18,C1,ZA,THB,318.58,USD,10.979,1.83,5
2012/3/17,ID,MY,USD,3080.89,USD,111.863,343.214,45
2012/3/17,ID,PH,USD,74261.59,USD,2543.64,129.931,144
2012/3/17,ID,TH,USD,64923.28,THB,66462.48,116.502,322
2012/3/17,PH,AU,USD,700.325,USD,25.478,32.174,3
2012/3/17,C1,C2,THB,123.3,THB,157.63,0.032,1
2012/3/17,C1,I2,THB,35067.68,USD,1203.77,27.638,181
2012/3/17,C1,ID,THB,282.398,USD,282.664,4.752,61
2012/3/17,C1,MY,THB,651.443,USD,671.568,51.208,11
2012/3/17,C1,TR,THB,442.69,USD,14.91,56.812,3
2012/3/17,C1,TW,THB,171.5,USD,5.754,1.517,1
2012/3/17,C1,VN,THB,34849.57,USD,1184.183,70.356,160
2012/3/16,ID,VN,USD,79134.34,THB,81004.673,161.679,417
2012/3/16,MY,ID,USD,24890.7,USD,894.84,328.263,206
2012/3/16,C1,AR,THB,27705.82,USD,947.7,39.22,177
2012/3/16,C1,C1,THB,42.05,USD,0.26,0.018,2
2012/3/16,C1,I1,THB,2.8,USD,3.13,5.12,2
2012/3/16,C1,MY,THB,8.93,USD,9.224,2.646,4
2012/3/16,C1,PK,THB,59858.58,USD,2066.37,316.178,586
2012/3/16,C1,VE,THB,12398.63,AUD,402.17,20.891,9
2012/3/16,C1,VN,THB,10456.6,USD,361.28,58.922,38
2012/3/16,TW,I1,USD,10.42,USD,0.355,1.056,1
2012/3/15,MY,I1,USD,125007.4,THB,129099.007,138.734,64
2012/3/15,C1,AR,THB,32879.9,USD,1125.391,275.076,407
2012/3/15,C1,AU,THB,76659.99,THB,78490.675,192.324,388
2012/3/15,C1,AU,THB,42437.46,THB,43485.81,52.769,197
2012/3/15,C1,C3,THB,7.14,USD,7.41,3.656,3
2012/3/15,C1,ID,THB,25.314,USD,25.845,0.143,1
2012/3/15,C1,ID,THB,1150.36,USD,38.82,14.744,18
2012/3/15,C1,MY,THB,47.54,USD,1.598,0.144,2
2012/3/15,C1,TW,THB,17.6,USD,0.638,4.8,2
2012/3/14,ID,AR,USD,69739.48,THB,71388.232,121.132,322
2012/3/14,PH,TW,USD,32435.09,USD,1118.93,497.274,44
2012/3/14,C1,C1,THB,1.47,USD,1.73,0.629,5
2012/3/14,C1,I1,THB,6498.88,USD,222.112,37.719,51
2012/3/14,C1,MX,THB,91.04,USD,3.26,4.768,2
2012/3/14,C1,MY,THB,442.16,USD,16.124,1.416,2
2012/3/14,C1,PK,THB,84070.66,THB,86095.81,171.568,474
2012/3/13,ID,PK,USD,158.21,USD,5.54,0.664,3
2012/3/13,C1,BR,THB,366.395,USD,376.288,48.167,29
2012/3/13,C1,CZ,THB,76.91,USD,78.646,21.775,15
2012/3/13,C1,ID,THB,5504.85,JPY,5793.47,68.949,4
2012/3/13,C1,MY,THB,362.029,USD,370.331,66.328,40
2012/3/13,C1,VE,THB,277.29,USD,9.63,5.24,1
2012/3/11,ID,TW,USD,298.91,USD,9.454,31.46,2
2012/3/11,ID,ZA,USD,4460.71,THB,4609.65,38.946,26
2012/3/11,PH,ID,JPY,36221.67,USD,1230.605,40.807,123
2012/3/11,PH,ID,USD,36048.37,THB,36978.109,311.874,219
2012/3/11,C1,AR,THB,17762.69,USD,600.206,305.447,201
2012/3/11,C1,BR,THB,1950.72,USD,1950.72,186.45,282
2012/3/11,C1,MY,THB,519.114,USD,536.098,53.625,103
2012/3/11,C1,PH,THB,1901.17,USD,65.36,14.784,20
2012/3/11,C1,ZA,THB,4739.55,USD,168.312,371.57,68
2012/3/11,C1,ZA,THB,44401.48,USD,1520.93,120.074,84
2012/3/10,AR,VE,USD,67292.6,THB,68886.954,120.565,395
2012/3/10,ID,PH,USD,35375.89,USD,1214.65,34.262,194
2012/3/10,C1,AR,THB,21.253,THB,669.564,11.568,5
2012/3/10,C1,I2,THB,277.41,USD,288.33,6.14,69
2012/3/10,C1,ID,THB,294.923,USD,304.042,52.454,5
2012/3/10,C1,MY,THB,19.506,USD,20.11,7.979,5
2012/3/10,C1,VN,THB,4038.46,USD,109.64,0.004,1
2012/3/9,ID,TH,USD,24924.13,USD,848.086,67.683,127
2012/3/9,ID,VN,USD,72090.59,THB,73799.596,163.172,401
2012/3/9,MY,ID,USD,16852.23,USD,602.91,260.696,142
2012/3/9,PH,ID,USD,21.66,THB,56.39,0.12,1
2012/3/9,C1,EG,THB,35040.73,USD,1204.01,34.021,197
2012/3/9,C1,I1,THB,618.996,USD,638.894,197.521,106
2012/3/9,C1,MY,THB,61186.61,USD,2110.52,285.409,450
2012/3/9,C1,PK,THB,18951.87,AUD,615.15,18.023,16
2012/3/9,C1,TW,THB,10786.47,USD,372.49,65.984,46
2012/3/9,C1,VE,THB,7124.71,USD,213.27,0.256,14
2012/3/8,ID,MY,USD,66864.54,THB,74435.488,136.438,34
2012/3/8,C1,AR,THB,28981.58,USD,989.662,279.673,323
2012/3/8,C1,AU,THB,4965.89,THB,5105.3,13.464,5
2012/3/8,C1,AU,THB,32151.72,THB,32943.09,43.477,155
2012/3/8,C1,EG,THB,25.314,USD,25.845,0.169,1
2012/3/8,C1,ID,THB,73982.21,THB,75755.652,154.49,396
2012/3/8,C1,ID,THB,2761.91,USD,79.09,0.568,2
2012/3/8,C1,MY,THB,4215.26,USD,149.356,364.719,59
2012/3/8,C1,TW,THB,76500.2,THB,78308.5,123.094,377
2012/3/7,PH,TW,USD,1563.86,USD,52.858,34.56,2
2012/3/7,C1,MY,THB,260.05,USD,272.124,26.31,46
2012/3/6,C1,EG,THB,8285.21,USD,283.644,71.408,65
2012/3/6,C1,I2,THB,25549.41,USD,869.554,31.337,109
2012/3/6,C1,MY,THB,400.433,USD,409.459,64.303,39
2012/3/6,C1,ZA,THB,261.72,USD,8.944,62.88,1
2012/3/6,TW,AU,USD,243483.61,USD,8783.96,279.66,668
2012/3/5,C1,BR,THB,5458.67,THB,5624.74,37.585,28
2012/3/5,C1,I1,THB,27739.97,USD,942.781,41.454,108
2012/3/4,PH,ID,USD,44118.43,THB,45258.555,283.706,324
2012/3/4,C1,BR,THB,34667.66,USD,1171.547,238.838,336
2012/3/4,C1,EG,THB,0.131,USD,0.133,0.171,1
2012/3/4,C1,MY,THB,2065.16,USD,2065.16,235.182,207
2012/3/4,C1,PH,THB,503.87,USD,520.436,49.184,100
2012/3/4,C1,ZA,THB,370.445,USD,380.424,50.416,35
2012/3/4,C1,ZA,THB,130.39,USD,133.326,22.455,17
2012/3/4,TW,ID,USD,1901.17,USD,65.36,14.822,20
2012/3/3,AR,VE,USD,1408.55,USD,47.512,13.151,20
2012/3/3,ID,PH,USD,4977.77,USD,175.473,352.796,79
2012/3/3,ID,TW,USD,23147.28,USD,792.98,33.207,46
2012/3/3,ID,ZA,USD,58049.58,THB,59421.56,119.793,289
2012/3/3,C1,AR,THB,8084.65,USD,284.17,131.694,106
2012/3/3,C1,C1,THB,1299.01,USD,47.63,11.748,4
2012/3/3,C1,I2,THB,35933.37,USD,1233.76,42.717,206
2012/3/3,C1,ID,THB,51.204,USD,53.02,22.562,7
2012/3/3,C1,MY,THB,627.011,USD,647.101,160.325,110
2012/3/3,C1,PK,THB,458.435,USD,472.62,50.13,9
2012/3/3,C1,TR,THB,71.282,USD,73.108,0.278,2
2012/3/3,C1,VN,THB,27421.62,USD,933.455,110.84,155
2012/3/2,ID,BR,USD,56512.76,THB,57846.86,130.205,328
2012/3/2,ID,MY,USD,31007.32,USD,1066.86,35.885,142
2012/3/2,MY,ID,USD,12349.34,AUD,400.54,13.762,8
2012/3/2,PH,TW,USD,20936.35,USD,726.24,111.77,68
2012/3/2,C1,I1,THB,66895.68,THB,74467.572,211.164,36
2012/3/2,C1,MY,THB,30733.14,USD,1047.815,337.28,338
2012/3/2,C1,VE,THB,72963.4,THB,74693.13,121.684,362
2012/3/1,C1,AU,THB,32902.47,THB,33708.98,63.206,171
2012/3/1,C1,AU,THB,22.87,THB,725.9,5.618,13
2012/3/1,C1,ID,THB,29.396,USD,31.172,7.01,7
2012/3/1,C1,ID,THB,62917.47,THB,64425.82,190.041,386
2012/3/1,C1,MY,THB,22.529,USD,23.177,0.837,7
2012/3/1,C1,TW,THB,48261.08,USD,1656.69,286.092,411
2012/3/1,TW,TH,USD,58304.69,THB,59683.3,123.542,344
2012/3/1,TW,VN,USD,2.299,USD,2.646,0.894,2
2012/2/29,C1,MY,THB,3045.91,USD,104.633,44.51,23
2012/2/28,ID,VN,USD,103.91,USD,3.606,1.196,2
2012/2/28,C1,AR,THB,25283.45,USD,861.968,37.462,118
2012/2/28,C1,MY,THB,302.555,USD,316.55,42.741,47
2012/2/27,ID,C1,USD,7.76,USD,8.066,0.785,1
2012/2/27,C1,BR,THB,12.823,USD,13.233,12.254,16
2012/2/27,C1,GB,THB,544.012,USD,561.69,86.984,121
2012/2/27,C1,I1,THB,24.715,THB,778.558,12.044,7
2012/2/27,TW,AU,USD,485.786,USD,496.629,68.589,44
2012/2/27,TW,BR,USD,1901.21,USD,66.01,14.696,20
2012/2/26,ID,I1,USD,261.72,USD,8.944,62.88,1
2012/2/26,ID,PH,USD,5426.93,THB,5591.59,37.669,22
2012/2/26,ID,TH,USD,27827.35,USD,945.74,58.413,117
2012/2/26,PH,ID,USD,37135.05,USD,1338.26,418.922,343
2012/2/26,C1,AR,THB,186.48,USD,6.63,26.4,4
2012/2/26,C1,BR,THB,4089.34,USD,4089.34,277.206,351
2012/2/26,C1,MY,THB,0.656,USD,0.756,0.024,2
2012/2/26,C1,PH,THB,677.529,USD,699.94,139.678,113
2012/2/26,C1,PK,THB,405.574,USD,416.482,50.686,36
2012/2/26,C1,US,THB,18.26,USD,18.808,1.6,4
2012/2/25,AR,VE,USD,39.033,USD,39.891,4.41,3
2012/2/25,ID,I1,USD,9757.06,USD,333.849,69.978,78
2012/2/25,ID,MY,USD,48290.21,USD,1654.14,131.674,90
2012/2/25,ID,TW,USD,64663.41,THB,66193.87,161.549,351
2012/2/25,MY,ID,USD,35773.51,USD,1228.59,50.007,202
2012/2/25,PH,ID,USD,59653.24,THB,61185.37,280.295,277
2012/2/25,C1,BR,THB,20160.91,USD,681.278,285.285,198
2012/2/25,C1,ID,THB,734.594,USD,764.836,10.974,156
2012/2/25,C1,MY,THB,610.756,USD,629.63,53.424,9
2012/2/25,C1,VN,THB,26.022,USD,26.594,3.15,2
2012/2/25,C1,ZA,THB,27235.17,USD,927.818,72.309,140
2012/2/25,C1,ZA,THB,64123.67,THB,65645.59,120.412,333
2012/2/24,ID,VN,USD,27927.68,USD,963.91,75.082,187
2012/2/24,MY,ID,USD,0.87,USD,1.437,0.024,1
2012/2/24,PH,ID,USD,38.922,THB,1226.208,16.473,12
2012/2/24,C1,I1,THB,47404.89,USD,1626.94,313.709,389
2012/2/24,C1,MY,THB,12654.06,AUD,410.46,18.877,9
2012/2/24,C1,VE,THB,10809.62,USD,376.17,223.666,38
2012/2/24,TW,ID,USD,66893.32,THB,74465.123,161.33,35
2012/2/23,ID,TH,USD,37750.44,USD,1285.163,421.567,366
2012/2/23,C1,AR,THB,72050.07,THB,73758.6,173.247,426
2012/2/23,C1,AU,THB,38490.52,THB,39472.34,63.972,218
2012/2/23,C1,AU,THB,194.16,USD,196.828,35.301,8
2012/2/23,C1,ID,THB,25.314,USD,25.845,0.182,1
2012/2/23,C1,ID,THB,3763.88,USD,131,39.498,36
2012/2/23,C1,MY,THB,64005.82,THB,65539.3,183.602,355
2012/2/23,C1,TW,THB,781.93,USD,26.429,69.12,1
2012/2/22,ID,ZA,USD,53097.94,THB,54353.06,130.598,321
2012/2/22,PH,TW,USD,192.49,THB,198.44,1.428,1
2012/2/22,C1,AR,THB,404.448,USD,423.431,44.153,56
2012/2/22,C1,MY,THB,5600.63,USD,190.55,25.394,55
2012/2/22,C1,ZA,THB,27831.79,USD,946.933,37.675,143
2012/2/21,C1,MY,THB,66.454,USD,68.077,30.6,8
2012/2/21,C1,TW,THB,4.226,USD,5.88,1.076,9
2012/2/21,TW,AU,USD,726.448,USD,742.679,62.732,57
2012/2/20,C1,BR,THB,753.74,USD,24.767,63.044,4
2012/2/20,C1,I1,THB,4010.58,THB,4144.775,38.97,41
2012/2/19,ID,MY,USD,44214.62,USD,1502.947,41.112,148
2012/2/19,ID,PK,USD,1312.9,USD,1312.9,92.967,133
2012/2/19,PH,ID,USD,1038.225,USD,1072.027,131.824,165
2012/2/19,C1,BR,THB,901.688,USD,931.354,84.158,178
2012/2/19,C1,MY,THB,657.116,USD,675.224,35.208,47
2012/2/19,C1,PH,THB,71.77,USD,73.39,15.45,13
2012/2/18,AR,VE,USD,35.43,AUD,35.48,9.12,4
2012/2/18,ID,MY,USD,2087.25,USD,76.053,150.729,29
2012/2/18,ID,PH,USD,125165.12,THB,138401.855,164.121,66
2012/2/18,ID,TW,USD,101367.28,USD,3471.744,513.431,582
2012/2/18,ID,ZA,USD,65404.29,THB,66953.69,165.405,394
2012/2/18,PH,AU,USD,27823.19,USD,956.03,19.744,190
2012/2/18,C1,I2,THB,34483.88,THB,35371.053,242.85,204
2012/2/18,C1,ID,THB,20787.54,USD,702.655,315.19,207
2012/2/18,C1,ID,THB,512.172,USD,534.359,31.608,130
2012/2/18,C1,MY,THB,633.183,USD,652.76,53.424,7
2012/2/18,C1,VN,THB,19.506,USD,20.11,8.02,5
2012/2/18,C1,ZA,THB,33541.31,USD,1139.819,71.806,161
2012/2/18,C1,ZA,THB,63978.98,THB,65496.74,163.586,341
2012/2/17,ID,VN,USD,29914.9,USD,1071.19,322.222,233
2012/2/17,MY,ID,USD,27930.07,USD,963.82,36.184,157
2012/2/17,PH,ID,USD,4,USD,4.11,0.18,2
2012/2/17,C1,I1,THB,73301.44,USD,2517.34,345.257,546
2012/2/17,C1,MY,THB,12349.34,AUD,400.54,11.049,8
2012/2/17,C1,PK,THB,10809.62,USD,376.17,150.454,38
2012/2/17,C1,VE,THB,61473.72,THB,62934.226,166.421,354
2012/2/16,ID,MY,USD,41208.29,THB,42249.84,52.151,172
2012/2/16,C1,AR,THB,15.48,THB,492.64,3.908,7
2012/2/16,C1,AU,THB,19.25,THB,607.298,3.616,2
2012/2/16,C1,AU,THB,75.55,USD,77.451,0.31,2
2012/2/16,C1,MY,THB,686.06,USD,23.153,0.786,9
2012/2/16,C1,TW,THB,159.17,USD,4.95,0.405,6
2012/2/16,TW,TH,USD,64860.83,THB,66399.4,210.106,380
2012/2/15,PH,TH,USD,32431.71,USD,1118.81,368.412,44
2012/2/15,PH,TW,USD,74465.11,THB,76259.43,203.055,433
2012/2/15,C1,C1,THB,155.88,USD,5.45,0.824,3
2012/2/15,C1,EG,THB,2.8,USD,3.13,5.12,2
2012/2/15,C1,MY,THB,21.21,USD,21.86,5.724,2
2012/2/15,C1,PK,THB,10340.68,USD,355.121,70.803,82
2012/2/14,C1,MY,THB,38.705,USD,39.66,20.4,5
2012/2/14,C1,VE,THB,5504.85,JPY,5793.47,58.911,4
2012/2/14,TW,I1,USD,334.997,USD,342.338,43.544,36
2012/2/13,MY,ID,USD,261.55,USD,9.025,31.44,1
2012/2/13,C1,BR,THB,463.4,USD,15.637,13.904,7
2012/2/12,ID,MY,USD,80087.42,USD,2889.89,74.69,284
2012/2/12,PH,ID,JPY,286.4,USD,15.065,5.407,6
2012/2/12,PH,ID,USD,1004.47,THB,1044.71,41.793,17
2012/2/12,C1,BR,THB,36229.95,USD,1230.872,50.507,131
2012/2/12,C1,C1,THB,34645.96,THB,35537.864,279.804,210
2012/2/12,C1,EG,THB,19961.78,USD,674.634,284.025,195
2012/2/12,C1,ID,THB,1130.69,USD,1130.69,92.588,125
2012/2/12,C1,MY,THB,513.147,USD,529.955,87.205,110
2012/2/12,C1,PH,THB,17.669,THB,556.644,13.924,7
2012/2/12,C1,ZA,THB,404.581,USD,415.248,48.216,35
2012/2/12,C1,ZA,THB,203.38,USD,7.26,0.98,3
2012/2/11,AR,VE,USD,2274.74,USD,83.815,266.654,39
2012/2/11,ID,PH,USD,66760.97,THB,74329.289,175.367,35
2012/2/11,ID,TH,USD,84659.27,USD,2895.197,487.316,462
2012/2/11,ID,TW,USD,57079.59,THB,58438.32,105.548,285
2012/2/11,C1,C2,THB,30317.31,USD,1039.67,39.45,206
2012/2/11,C1,I2,THB,510.319,USD,532.353,20.29,133
2012/2/11,C1,ID,THB,8.93,USD,9.224,3.024,4
2012/2/11,C1,ID,THB,455.303,USD,469.38,47.7,5
2012/2/11,C1,MY,THB,29412.57,USD,1002.32,157.535,151
2012/2/11,C1,VN,THB,61201.09,THB,62654.3,113.212,331
2012/2/10,ID,VN,USD,8094.79,USD,284.54,131.673,102
2012/2/10,MY,I1,USD,36534.77,USD,1261.59,38.066,226
2012/2/10,MY,ID,USD,606.286,USD,625.842,64.644,99
2012/2/10,C1,I1,THB,7.42,USD,8.46,1.26,4
2012/2/10,C1,MY,THB,71122.88,USD,2456.6,280.32,537
2012/2/10,C1,PK,THB,1162.93,USD,39.665,4.494,1
2012/2/10,C1,VE,THB,59166.08,THB,60568.3,113.021,321
